Tweet,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
"Poros Pendek: Koalisi Jokowi dengan Negara PKI, PKI Jokowi, Tumbangkan Jokowi....Memberi Saya Semangat",0,0,1,poros pendek koalisi jokowi negara partai komunis indonesia partai komunis indonesia jokowi tumbang jokowi semangat,"['poros', 'pendek', 'koalisi', 'jokowi', 'negara', 'partai', 'komunis', 'indonesia', 'partai', 'komunis', 'indonesia', 'jokowi', 'tumbang', 'jokowi', 'semangat']"
"Fitnah jenderal, fitnah Prabowo, menyudutkan umat Islam... Apa itu PKI? URL",1,0,0,fitnah jenderal fitnah prabowo sudut umat islam partai komunis indonesia uniform resource locator,"['fitnah', 'jenderal', 'fitnah', 'prabowo', 'sudut', 'umat', 'islam', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
musnahkan PKI beserta URL iklan TNI,0,0,1,musnah partai komunis indonesia bese a uniform resource locator iklan tentara nasional indonesia,"['musnah', 'partai', 'komunis', 'indonesia', 'bese', 'a', 'uniform', 'resource', 'locator', 'iklan', 'tentara', 'nasional', 'indonesia']"
USER USER USER Udah Kodrat: PECUN-dang emg paling pinter cari alasan\xf0\x9f\x98\x82',1,0,0,kodrat pecun dang pintar cari alas,"['kodrat', 'pecun', 'dang', 'pintar', 'cari', 'alas']"
"USER Tapi coach lu ribet kang, bacot mulu kerjaannya \xf0\x9f\x98\x8",1,0,0,latih ribet kang bacot mulu kerja,"['latih', 'ribet', 'kang', 'bacot', 'mulu', 'kerja']"
"Knp yg ada prabowo dlm nama nya..selalu ada sesuatu gitu??? Gajelas, bisanya Cuma memecah bangsa URL",1,0,0,prabowo nama nya pecah bangsa uniform resource locator,"['prabowo', 'nama', 'nya', 'pecah', 'bangsa', 'uniform', 'resource', 'locator']"
USER USER Sialan kamu pergi... kamu menteri bejat',1,0,0,sial pergi menteri bejat,"['sial', 'pergi', 'menteri', 'bejat']"
ANDA BERPENDIDIKAN TINGGI TAPI BODOH.. TIDAK ADA LARANGAN MEMBAWA AGAMA.. AGAR MUSLIM YANG MEMBAYAR AHOK SADAR DAN TIDAK MEMILIH AHOK GLA,1,0,0,didik bodoh larang bawa agama muslim bayar ahok sadar pilih ahok gila,"['didik', 'bodoh', 'larang', 'bawa', 'agama', 'muslim', 'bayar', 'ahok', 'sadar', 'pilih', 'ahok', 'gila']"
"PENGGUNA Giliran dia yang harus dihadapkan dengan fakta-fakta yang ada, si kecebong saat ini... tapi meskipun si kecebong ingin mati dalam kesengsaraan, Dilan mendukungnya. Otaknya sudah terkontaminasi... dia tidak bisa berpikir dengan waras.",0,1,0,gilir hadap fakta fakta sih kecebong sih kecebong mati sengsara dil dukung otak kontaminasi pikir waras,"['gilir', 'hadap', 'fakta', 'fakta', 'sih', 'kecebong', 'sih', 'kecebong', 'mati', 'sengsara', 'dil', 'dukung', 'otak', 'kontaminasi', 'pikir', 'waras']"
"Ayo umat Islam, terus pukul kaum LGBT, masyarakat paham apa yang Islam miliki untuk melenyapkan PALMUSERS Dorong RUU anti-LGBT",0,0,1,ayo umat islam kaum lgbt masyarakat paham islam milik lenyap palm si dorong rancang undang undang anti lgbt,"['ayo', 'umat', 'islam', 'kaum', 'lgbt', 'masyarakat', 'paham', 'islam', 'milik', 'lenyap', 'palm', 'si', 'dorong', 'rancang', 'undang', 'undang', 'anti', 'lgbt']"
RT USER USER Sebaiknya USER dibubarkan dan dibentuk lembaga antikorupsi baru dengan paradigma baru yang benar-benar independen.,0,0,1,bubar bentuk lembaga anti korupsi paradigma bebas,"['bubar', 'bentuk', 'lembaga', 'anti', 'korupsi', 'paradigma', 'bebas']"
"Yang ingin dipersenjatai adalah bukti bahwa mereka yang anti pemerintah berpandangan komunis...? Bukti yang terlalu dangkal, Lu Med USER",1,0,0,senjata bukti anti perintah pandang komunis bukti dangkal med,"['senjata', 'bukti', 'anti', 'perintah', 'pandang', 'komunis', 'bukti', 'dangkal', 'med']"
USER USER USER USER USER USER USER USER USER USER USER Lebih tepat bani bangsat kali yak?\nOrg berbuat demi kebaikan dan ada alasannya di maki2.\nOrg goblok y,0,1,0,bani bangsat kali ya orang alas maki maki orang goblok iya,"['bani', 'bangsat', 'kali', 'ya', 'orang', 'alas', 'maki', 'maki', 'orang', 'goblok', 'iya']"
"USER USER, benarkah Menteri Soeharto itu gay?'",1,0,0,menteri soeha o gay,"['menteri', 'soeha', 'o', 'gay']"
Kantor LBH dikepung. Massa takut PKI terbongkar dan hancur,0,0,1,kantor kepung massa takut partai komunis indonesia bongkar hancur,"['kantor', 'kepung', 'massa', 'takut', 'partai', 'komunis', 'indonesia', 'bongkar', 'hancur']"
Yudi yang Dihajar atau Ditembak Tak Mau Berlutut di URL Rezim Jokowi,1,0,0,yudi hajar tembak lutut uniform resource locator rezim jokowi,"['yudi', 'hajar', 'tembak', 'lutut', 'uniform', 'resource', 'locator', 'rezim', 'jokowi']"
"USER USER Jangan memframing seolah kitab suci hanya milik Umat Islam, agar umat mau demo nyalahain rocky trus cebong leyeh2 sambil nonton demo di tipi. Banyak sekali jenis2 kitab suci..#BUSUK",1,0,0,memframing olah kitab suci milik umat islam umat demo salah rocky cebong leyeh leyeh tonton demo televisi jenis jenis kitab suci busuk,"['memframing', 'olah', 'kitab', 'suci', 'milik', 'umat', 'islam', 'umat', 'demo', 'salah', 'rocky', 'cebong', 'leyeh', 'leyeh', 'tonton', 'demo', 'televisi', 'jenis', 'jenis', 'kitab', 'suci', 'busuk']"
"USER USER Asli ane ngakak smpe skt perut dan mau pipis ???????....ane paham maksud dan yg di definisikan oleh Rocky Gerung, kok org ini malah sok-sok an lapor2....?????? ceritanya sih mau bikin gebrakan supaya dibilang membela agama...tapi",1,0,0,asli tertawa perut pipis paham maksud definisi rocky gerung orang sok sok an lapor lapor cerita sih bikin gebrak bilang bela agama,"['asli', 'tertawa', 'perut', 'pipis', 'paham', 'maksud', 'definisi', 'rocky', 'gerung', 'orang', 'sok', 'sok', 'an', 'lapor', 'lapor', 'cerita', 'sih', 'bikin', 'gebrak', 'bilang', 'bela', 'agama']"
USER USER USER Otak lu dungu ya,1,0,0,otak dungu ya,"['otak', 'dungu', 'ya']"
Jatuhkan PKI...ingat pengkhianatan PKI tahun 1948...URL,0,0,1,jatuh partai komunis indonesia khianat partai komunis indonesia 1948 uniform resource locator,"['jatuh', 'partai', 'komunis', 'indonesia', 'khianat', 'partai', 'komunis', 'indonesia', '1948', 'uniform', 'resource', 'locator']"
HANCURKAN PKI,0,0,1,hancur partai komunis indonesia,"['hancur', 'partai', 'komunis', 'indonesia']"
Siap-siap antek asing aseng komunis kapitalis liberalis atheis wahyudi,0,1,0,antek asing asing komunis kapitalis liberalis ateis wahyudi,"['antek', 'asing', 'asing', 'komunis', 'kapitalis', 'liberalis', 'ateis', 'wahyudi']"
RT USER USER Hrsnya kita malu di Indonesia baru ada gubenur cina,1,0,0,malu indonesia gubernur cina,"['malu', 'indonesia', 'gubernur', 'cina']"
"Setuju... Usir saja mereka yang keturunan Arab, India, dan Cina, termasuk Anda Zul. URL",0,0,1,tuju usir turun arab india cina masuk zul uniform resource locator,"['tuju', 'usir', 'turun', 'arab', 'india', 'cina', 'masuk', 'zul', 'uniform', 'resource', 'locator']"
Polisi lg selidiki asma terkait ga ama si anies sandi. Klo terkait jd rame nih. Gubernur hasil menyebar kebencian! URL,1,0,0,polisi selidik asma kait sih anies sandi kait ramai nih gubernur hasil sebar benci uniform resource locator,"['polisi', 'selidik', 'asma', 'kait', 'sih', 'anies', 'sandi', 'kait', 'ramai', 'nih', 'gubernur', 'hasil', 'sebar', 'benci', 'uniform', 'resource', 'locator']"
USER USER USER USER wkwkkk bani kacung penggemar jamban ....dongok lu optimal cung',0,1,0,wkwkkk bani kacung gemar jamban dungu optimal cung,"['wkwkkk', 'bani', 'kacung', 'gemar', 'jamban', 'dungu', 'optimal', 'cung']"
"Jika kamu bodoh, usahakan untuk tidak menunjukkannya kepada orang lain, itu memalukan.'",1,0,0,bodoh usaha orang malu,"['bodoh', 'usaha', 'orang', 'malu']"
"Mereka tak tertarik melihat KORUPTOR BLBI yang pelakunya adalah para taipan binaan KOMUNIS CINA dan rekannya, MEGAWATI SP.",0,1,0,te arik lihat koruptor bantu likuiditas bank indonesia laku taipan bina komunis cina rekan megawati sp,"['te', 'arik', 'lihat', 'koruptor', 'bantu', 'likuiditas', 'bank', 'indonesia', 'laku', 'taipan', 'bina', 'komunis', 'cina', 'rekan', 'megawati', 'sp']"
Dasar bajingan yang mengirim foto Setan.',1,0,0,dasar bajing kirim foto setan,"['dasar', 'bajing', 'kirim', 'foto', 'setan']"
SARAN PENGGUNA Lebih baik tanpa PENGGUNA. Jadi SEGERA. HAPUS PENGGUNA...Blegitu.. URL,0,0,1,saran hapus uniform resource locator,"['saran', 'hapus', 'uniform', 'resource', 'locator']"
PKS khawatir jika Jokowi mulai tancap gas untuk Pilpres. PKS khawatir URL hanya bisa bicara. Bungkam.,0,1,0,partai adil sejahtera khawatir jokowi tancap gas pilih presiden partai adil sejahtera khawatir uniform resource locator bicara bungkam,"['partai', 'adil', 'sejahtera', 'khawatir', 'jokowi', 'tancap', 'gas', 'pilih', 'presiden', 'partai', 'adil', 'sejahtera', 'khawatir', 'uniform', 'resource', 'locator', 'bicara', 'bungkam']"
"USER USER Pejabat Era Jaman Now.. nunggu viral dulu, nunggu respon 'kejam' netijen, lalu pura2 terkejut.. baru merespon. \n\n1. Klo netijen puja-puji, pasti digelontor..\n2. Klo netijen caci maki, ya di usahakan sekedarnya biar terl",1,0,0,jabat era jaman now tunggu viral tunggu respon kejam warganet pura pura kejut 1 warganet puja puji gelontor 2 warganet caci maki ya usaha biar terl,"['jabat', 'era', 'jaman', 'now', 'tunggu', 'viral', 'tunggu', 'respon', 'kejam', 'warganet', 'pura', 'pura', 'kejut', '1', 'warganet', 'puja', 'puji', 'gelontor', '2', 'warganet', 'caci', 'maki', 'ya', 'usaha', 'biar', 'terl']"
dia enggak hebat. pengikutnya aja yang dungu bin idiot. URL,0,1,0,hebat dungu bin idiot uniform resource locator,"['hebat', 'dungu', 'bin', 'idiot', 'uniform', 'resource', 'locator']"
"Sebentar lagi, saya ingin kultwit menanggapi pandangan USER terhadap fiksi. ; ; Saya tidak setuju RG dikriminalisasi. Lawan ide dengan ide! ; ; Bahwa masyarakat poros pendek masih belum liar menghujat RG dengan alasan penodaan agama, itu patut disyukuri saja. Mungkin mereka ingin mempertahankannya",0,1,0,sebentar kuliah twitter tanggap pandang hadap fiksi tuju rg kriminalisasi lawan ide ide masyarakat poros pendek liar hujat rg alas noda agama patut syukur mempe ahankannya,"['sebentar', 'kuliah', 'twitter', 'tanggap', 'pandang', 'hadap', 'fiksi', 'tuju', 'rg', 'kriminalisasi', 'lawan', 'ide', 'ide', 'masyarakat', 'poros', 'pendek', 'liar', 'hujat', 'rg', 'alas', 'noda', 'agama', 'patut', 'syukur', 'mempe', 'ahankannya']"
USER norak memang norak',0,1,0,norak norak,"['norak', 'norak']"
"Saat masih menjabat Gubernur DKI, pertikaian kasus Sumber Waras yang jelas-jelas merupakan audit investigasi KPK begitu menyulitkan Ahok untuk memeriksa.",1,0,0,jabat gubernur daerah khusus ibukota pe ikaian sumber waras rupa audit investigasi komisi berantas korupsi sulit ahok periksa,"['jabat', 'gubernur', 'daerah', 'khusus', 'ibukota', 'pe', 'ikaian', 'sumber', 'waras', 'rupa', 'audit', 'investigasi', 'komisi', 'berantas', 'korupsi', 'sulit', 'ahok', 'periksa']"
RT USER Benamkan 2018 dan 2019!! Rezim anti-Islam!!!,0,0,1,benam 2018 2019 rezim anti islam,"['benam', '2018', '2019', 'rezim', 'anti', 'islam']"
"USER USER Hmmm aku mencium aroma jablay\n\nPantas saja kamu jalang, pergilah kamu'",1,0,0,hmmm cium aroma jablay jalang pergi,"['hmmm', 'cium', 'aroma', 'jablay', 'jalang', 'pergi']"
ORANG INDONESIA BEGO.....,0,1,0,orang indonesia bego,"['orang', 'indonesia', 'bego']"
Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT,1,0,0,haha silvy oh silvy cacing ah wkwk debat final pilih kepala daerah jakarta,"['haha', 'silvy', 'oh', 'silvy', 'cacing', 'ah', 'wkwk', 'debat', 'final', 'pilih', 'kepala', 'daerah', 'jakarta']"
USER Sudah nyata rezim anti islam.... Dibilang juga hoax...,1,0,0,nyata rezim anti islam bilang hoaks,"['nyata', 'rezim', 'anti', 'islam', 'bilang', 'hoaks']"
"USER USER Hahahaha jadi kenapa menurutmu kamu sepintar itu? Sialan seperti taman! Aku tertawa terbahak-bahak, berpura-pura baik-baik saja padahal aku memang bodoh sejak awal. Kamu makan terlalu banyak, Ahok. Pakai alasan sana-sini dasar bodoh, tak toleran, munafik, cebong bodoh hahahaha'",1,0,0,haha pintar sial sepe i taman te awa bahak bahak pura pura bodoh makan ahok pakai alas dasar bodoh toleran munafik cebong bodoh haha,"['haha', 'pintar', 'sial', 'sepe', 'i', 'taman', 'te', 'awa', 'bahak', 'bahak', 'pura', 'pura', 'bodoh', 'makan', 'ahok', 'pakai', 'alas', 'dasar', 'bodoh', 'toleran', 'munafik', 'cebong', 'bodoh', 'haha']"
RT USER USER USER USER USER USER USER USER Hajar Jokowii,0,0,1,hajar jokowi,"['hajar', 'jokowi']"
Ahok Dipenjara Gulingkan Jokowi Komunis China Penistaan ​​Agama Kriminalisasi Ulama Kriminalisasi Ormas Islam,0,0,1,ahok penjara guling jokowi komunis cina nista agama kriminalisasi ulama kriminalisasi organisasi masyarakat islam,"['ahok', 'penjara', 'guling', 'jokowi', 'komunis', 'cina', 'nista', 'agama', 'kriminalisasi', 'ulama', 'kriminalisasi', 'organisasi', 'masyarakat', 'islam']"
"Pilkada DKI Penuh Intimidasi, Masih Validkah Hasilnya? Anies-Sandi Kampanye dengan Janji PALSU, BATALKAN Pengangkatan Anies-Sandi!!!",0,0,1,pilih kepala daerah daerah khusus ibukota penuh intimidasi valid hasil anies sandi kampanye janji palsu batal angkat anies sandi,"['pilih', 'kepala', 'daerah', 'daerah', 'khusus', 'ibukota', 'penuh', 'intimidasi', 'valid', 'hasil', 'anies', 'sandi', 'kampanye', 'janji', 'palsu', 'batal', 'angkat', 'anies', 'sandi']"
Antek komunis Tiongkok dan URL semakin masif,0,1,0,antek komunis tiongkok uniform resource locator masif,"['antek', 'komunis', 'tiongkok', 'uniform', 'resource', 'locator', 'masif']"
#MataNajwaDebatJakarta Maskermu hari ini sudah fix buka USER.. kamu sama yg support kamu.. BAU,1,0,0,matanajwadebatjaka a masker fix buka suppo bau,"['matanajwadebatjaka', 'a', 'masker', 'fix', 'buka', 'suppo', 'bau']"
"PENGGUNA Eh banci. Teriaklah orang-orang kafir!! Kamu masih suka masturbasi kemana-mana, teriak-teriak kemana-mana, berisik sekali!! Mulutnya banci yahhhh'",1,0,0,eh banci teriak orang orang kafir suka masturbasi teriak teriak berisik mulut banci yahhhh,"['eh', 'banci', 'teriak', 'orang', 'orang', 'kafir', 'suka', 'masturbasi', 'teriak', 'teriak', 'berisik', 'mulut', 'banci', 'yahhhh']"
USER : Si AHOAK USER CINA ANJING KAFIR PENISTA AGAMA ISLAM....!!!,1,0,0,sih ahok cina anjing kafir nista agama islam,"['sih', 'ahok', 'cina', 'anjing', 'kafir', 'nista', 'agama', 'islam']"
RT USER: Soalnya 80% Masyarakat Indonesia Sudah Tahu Kalau Jokowi Tak Mampu Memimpin RI :)) URL,1,0,0,80 masyarakat indonesia jokowi pimpin ri uniform resource locator,"['80', 'masyarakat', 'indonesia', 'jokowi', 'pimpin', 'ri', 'uniform', 'resource', 'locator']"
Usir teroris Buddha yang membunuh Muslim Rohingya Usir duta besar Myanmar,0,0,1,usir teroris buddha bunuh muslim rohingya usir duta myanmar,"['usir', 'teroris', 'buddha', 'bunuh', 'muslim', 'rohingya', 'usir', 'duta', 'myanmar']"
Semoga Panglima TNI bisa menyelamatkan NKRI dari para penjual aset negara dan dari antek-antek komunis,0,1,0,moga panglima tentara nasional indonesia selamat negara republik indonesia jual aset negara antek antek komunis,"['moga', 'panglima', 'tentara', 'nasional', 'indonesia', 'selamat', 'negara', 'republik', 'indonesia', 'jual', 'aset', 'negara', 'antek', 'antek', 'komunis']"
"Apakah stigma PKI, KOMUNIS, KAFIR, MUNAFIQ dan BABI masih bisa dilanjutkan Pak DPR? Mereka bahkan berteriak ingin gantung diri, membunuh atau mengusir warga etnis Tionghoa.",0,0,1,stigma partai komunis indonesia komunis kafir munafik babi dewan wakil rakyat be eriak gantung bunuh usir warga etnis tionghoa,"['stigma', 'partai', 'komunis', 'indonesia', 'komunis', 'kafir', 'munafik', 'babi', 'dewan', 'wakil', 'rakyat', 'be', 'eriak', 'gantung', 'bunuh', 'usir', 'warga', 'etnis', 'tionghoa']"
USER USER Sontoloyo\nCebong asik aja sono',1,0,0,sontoloyo cebong asyik,"['sontoloyo', 'cebong', 'asyik']"
USER USER Ini Kehebatan Dlm Merusak Bangsa USER. URL,1,0,0,hebat rusak bangsa uniform resource locator,"['hebat', 'rusak', 'bangsa', 'uniform', 'resource', 'locator']"
"USER Rezim tongkol, bisa saja berbuat curang, jangan dikira kecurangannya jauh dari standar semula.\nSaya makin muak melihat kelakuan antek China \n#2019ganticung\n#2019GantiPresiden \n #2019GantiRezim'",0,1,0,rezim tongkol curang curang standar muak lihat laku antek cina 2019ganticung 2019 ganti presiden 2019 ganti rezim,"['rezim', 'tongkol', 'curang', 'curang', 'standar', 'muak', 'lihat', 'laku', 'antek', 'cina', '2019ganticung', '2019', 'ganti', 'presiden', '2019', 'ganti', 'rezim']"
"#2019GantiPresiden di Pilgub DKI 2017, AHOK sudah kami copot, Insya Allah #2019GantiPresiden",0,0,1,2019 ganti presiden pilih gubernur daerah khusus ibukota 2017 ahok copot insya allah 2019 ganti presiden,"['2019', 'ganti', 'presiden', 'pilih', 'gubernur', 'daerah', 'khusus', 'ibukota', '2017', 'ahok', 'copot', 'insya', 'allah', '2019', 'ganti', 'presiden']"
USER Wkwkwkwk kalah haha',1,0,0,wkwk kalah haha,"['wkwk', 'kalah', 'haha']"
USER Bubarkan DPR,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
"RT USER USER USER Min, benarkah orang tersebut bekerja di kantor pajak? Jika demikian, sangat memalukan bagi Kapolri",1,0,0,min orang kerja kantor pajak malu kepala polisi republik indonesia,"['min', 'orang', 'kerja', 'kantor', 'pajak', 'malu', 'kepala', 'polisi', 'republik', 'indonesia']"
Anak-anak PKI yang pro Syiah dan antek asing juga merupakan diktator komunis dengan kebijakan neoliberal. Wow,0,1,0,anak anak partai komunis indonesia pro syiah antek asing rupa diktator komunis bijak neoliberal,"['anak', 'anak', 'partai', 'komunis', 'indonesia', 'pro', 'syiah', 'antek', 'asing', 'rupa', 'diktator', 'komunis', 'bijak', 'neoliberal']"
"Pernahkah para Ulama, Kyai Ustadz atau guru mengaji pernah mengajarkan bahwa Umar Bin Khatab Ra pernah memberikan sesuatu kepada umatnya dengan cara seperti itu? Halo PDIP. #pemikiran ; #2019GantiPresiden; PENGGUNA",0,1,0,ulama kiai ustaz guru aji ajar umar bin khattab ra umat sepe i halo partai demokrasi indonesia juang pikir 2019 ganti presiden,"['ulama', 'kiai', 'ustaz', 'guru', 'aji', 'ajar', 'umar', 'bin', 'khattab', 'ra', 'umat', 'sepe', 'i', 'halo', 'partai', 'demokrasi', 'indonesia', 'juang', 'pikir', '2019', 'ganti', 'presiden']"
Parpol juga tidak memiliki nasionalisme dan lebih mempromosikan negara2 asing.\nParpol ini antek asing',0,1,0,partai politik milik nasionalisme promosi negara negara asing partai politik antek asing,"['partai', 'politik', 'milik', 'nasionalisme', 'promosi', 'negara', 'negara', 'asing', 'partai', 'politik', 'antek', 'asing']"
Jatuhkan PKI dengan URL IQ 200,0,0,1,jatuh partai komunis indonesia uniform resource locator intelligence quotient 200,"['jatuh', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator', 'intelligence', 'quotient', '200']"
USER USER elu sompret kn ada unem lu.',1,0,0,sompret nama,"['sompret', 'nama']"
"Agar Pancasila kembali berwibawa, kembali ke konsep Bung Karno sebelum diselewengkan Islam, Ketuhanan YME, sila ke-5",0,1,0,pancasila wibawa konsep karno seleweng islam tuhan maha esa sila 5,"['pancasila', 'wibawa', 'konsep', 'karno', 'seleweng', 'islam', 'tuhan', 'maha', 'esa', 'sila', '5']"
USER Rezim ini semakin tidak penting..... Akan menjadi negara Indochina',0,1,0,rezim negara indonesia cina,"['rezim', 'negara', 'indonesia', 'cina']"
"Kalau tak mau mendengarkan ulama dan ngotot mengkriminalisasi ulama, copot saja Jokowi.",0,0,1,dengar ulama otot kriminalisasi ulama copot jokowi,"['dengar', 'ulama', 'otot', 'kriminalisasi', 'ulama', 'copot', 'jokowi']"
RT USER USER Mas USER cebong di kolam istana masih pada idup udh sekarat atau pd mati ? IQ 200 sekolam cebong,1,0,0,mas cebong kolam istana hidup sekarat mati intelligence quotient 200 kolam cebong,"['mas', 'cebong', 'kolam', 'istana', 'hidup', 'sekarat', 'mati', 'intelligence', 'quotient', '200', 'kolam', 'cebong']"
"USER Kalau begitu, bubarkan saja KPK dan kembalikan tanggung jawab ke polisi dan kejaksaan.",0,0,1,bubar komisi berantas korupsi tanggung polisi jaksa,"['bubar', 'komisi', 'berantas', 'korupsi', 'tanggung', 'polisi', 'jaksa']"
RT USER Terimakasih wahai saudaraku Umat muslim semua jgn lelah berjuang dan jgn hiraukan munafik dan buzzer penebar fitnah.,1,0,0,terima kasih saudara umat muslim lelah juang hirau munafik buzzer tebar fitnah,"['terima', 'kasih', 'saudara', 'umat', 'muslim', 'lelah', 'juang', 'hirau', 'munafik', 'buzzer', 'tebar', 'fitnah']"
